set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
10667-1,Construction,2014,159.0,Juniors,Juniors,False,36
10668-1,The Princess Play Castle,2014,149.0,Juniors,Juniors,False,36
10669-1,Turtle Lair,2014,107.0,Juniors,Juniors,False,36
1067-1,Community Vehicles,1988,251.0,Educational and Dacta,Educational and Dacta,False,333
10671-1,Fire Emergency,2014,,Juniors,Juniors,False,36
10672-1,Batman: Defend the Batcave,2014,,Juniors,Juniors,False,36
10673-1,Race Car Rally,2014,,Juniors,Juniors,False,36
10674-1,Pony Farm,2014,305.0,Juniors,Juniors,False,36
10675-1,Police – The Big Escape,2014,,Juniors,Juniors,False,36
10676-1,Knights’ Castle,2014,479.0,Juniors,Juniors,False,36
10677-1,Beach Excursion,2015,,Juniors,Juniors,False,36
10679-1,Pirate Treasure Hunt,2015,,Juniors,Juniors,False,36
10680-1,Garbage Truck,2015,99.0,Juniors,Juniors,False,36
1068-1,Air Patrol,1999,20.0,Extreme Team,Town,False,1116
10681-1,Creative Building Cube,2014,599.0,Basic Set,Creator,False,421
10682-1,Creative Suitcase,2014,1016.0,Basic Set,Creator,False,421
10683-1,Road Work Truck,2015,,Juniors,Juniors,False,36
10684-1,Supermarket Suitcase,2015,,Juniors,Juniors,False,36
10685-1,Fire Suitcase,2015,113.0,Juniors,Juniors,False,36
10686-1,Family House,2015,226.0,Juniors,Juniors,False,36
10687-1,Spider-Man™ Hideout,2015,137.0,Juniors,Juniors,False,36
1069-1,Speedboat,1999,22.0,Harbor,Town,False,1116
10692-1,Creative Bricks,2015,,Basic Set,Classic,False,354
10693-1,Creative Supplement,2015,,Basic Set,Classic,False,354
10693-1-s1,Rocket,2015,,Classic,Classic,False,354
10694-1,Creative Supplement Bright,2015,,Basic Set,Classic,False,354
10695-1,Creative Building Box,2015,579.0,Basic Set,Classic,False,354
10696-1,Medium Creative Brick Box,2015,483.0,Basic Set,Classic,False,354
10697-1,XXXL Box,2015,,Classic,Classic,False,354
10698-1,Large Creative Brick Box,2015,,Basic Set,Classic,False,354
10699-1,Sand Baseplate,2015,1.0,Classic,Classic,False,354
10700-1,Green Baseplate,2015,,Classic,Classic,False,354
1070-1,Stunt Flyer,1999,,Extreme Team,Town,False,1116
10701-1,Gray Baseplate,2015,1.0,Classic,Classic,False,354
10702-1,Creative Building Set,2016,582.0,Classic,Classic,False,354
10703-1,Creative Builder Box,2017,498.0,Classic,Classic,False,354
10704-1,Creative Box,2017,900.0,Classic,Classic,False,354
10705-1,Creative Building Basket,2016,999.0,Basic Set,Classic,False,354
10706-1,Blue Creative Box,2017,78.0,Classic,Classic,False,354
10707-1,Red Creative Box,2017,55.0,Classic,Classic,False,354
10708-1,Green Creative Box,2017,66.0,Classic,Classic,False,354
10709-1,Orange Creative Box,2017,60.0,Classic,Classic,False,354
107-1,4.5V Motor Set,1976,,Supplemental,Universal Building Set,False,441
107-2,Canada Post Mail Truck,1985,,Post Office,Town,False,1116
10720-1,Police Helicopter Chase,2016,63.0,Juniors,Juniors,False,36
10721-1,Iron Man vs Loki,2016,,Juniors,Juniors,False,36
10722-1,Snake Showdown,2016,92.0,Juniors,Juniors,False,36
10723-1,Ariel's Dolphin Carriage,2016,70.0,Disney Princess,Juniors,False,36
10724-1,Batman & Superman vs. Lex Luthor,2016,,Super Heroes,Super Heroes,True,242
10725-1,Lost Temple,2016,,Juniors,Juniors,False,36
10726-1,Stephanie's Horse Carriage,2016,58.0,Animals,Friends,False,236
10727-1,Emma's Ice Cream Truck,2016,,Friends,Friends,False,236
10728-1,Mia's Vet Clinic,2016,182.0,Friends,Friends,False,236
10729-1,Cinderella's Carriage,2016,116.0,Juniors,Juniors,False,36
10734-1,Demolition Site,2017,175.0,Juniors,Juniors,False,36
10735-1,Police Truck Chase,2017,90.0,Juniors,Juniors,False,36
10736-1,Anna & Elsa's Frozen Playground,2017,,Juniors,Juniors,False,36
10737-1,Batman vs. Mr. Freeze,2017,,Juniors,Juniors,False,36
10738-1,Snow White's Forest Cottage,2017,,Disney Princess,Juniors,False,36
10739-1,Shark Attack,2017,,Nijago,Juniors,False,36
10740-1,Fire Patrol Suitcase,2017,,Juniors,Juniors,False,36
10746-1,Mia's Farm Suitcase,2017,104.0,Friends,Juniors,False,36
10747-1,Andrea and Stephanie's Beach Holiday,2017,143.0,Juniors,Juniors,False,36
1075-1,LEGO People Supplementary Set,1980,,Building Set with People,Educational and Dacta,False,333
1076-1,Advent Calendar 1999,1999,,Advent,Seasonal,False,928
1076-10,Advent Calendar 1999 (Day  9) Fire Engine,1999,10.0,Advent Sub-Set,Seasonal,False,928
1076-11,Advent Calendar 1999 (Day 10) Santa Minifig,1999,,Advent Sub-Set,Seasonal,False,928
1076-12,Advent Calendar 1999 (Day 11) Dog,1999,8.0,Advent Sub-Set,Seasonal,False,928
1076-13,Advent Calendar 1999 (Day 12) Hippo,1999,,Advent Sub-Set,Seasonal,False,928
1076-14,Advent Calendar 1999 (Day 13) Hovercraft,1999,10.0,Advent Sub-Set,Seasonal,False,928
1076-15,Advent Calendar 1999 (Day 14) Penguin,1999,,Advent Sub-Set,Seasonal,False,928
1076-16,Advent Calendar 1999 (Day 15) Elf,1999,,Advent Sub-Set,Seasonal,False,928
1076-17,Advent Calendar 1999 (Day 16) Seaplane,1999,,Advent Sub-Set,Seasonal,False,928
1076-18,Advent Calendar 1999 (Day 17) Gentleman,1999,,Advent Sub-Set,Seasonal,False,928
1076-19,Advent Calendar 1999 (Day 18) Elephant,1999,10.0,Advent Sub-Set,Seasonal,False,928
1076-2,Advent Calendar 1999 (Day  1) Plane,1999,11.0,Advent Sub-Set,Seasonal,False,928
1076-20,Advent Calendar 1999 (Day 19) Sea Plane,1999,,Advent Sub-Set,Seasonal,False,928
1076-21,Advent Calendar 1999 (Day 20) Cow,1999,10.0,Advent Sub-Set,Seasonal,False,928
1076-22,Advent Calendar 1999 (Day 21) Police Car,1999,11.0,Advent Sub-Set,Seasonal,False,928
1076-23,Advent Calendar 1999 (Day 22) Dog with Red Hat,1999,12.0,Advent Sub-Set,Seasonal,False,928
1076-24,Advent Calendar 1999 (Day 23) Police Helicopter,1999,,Advent Sub-Set,Seasonal,False,928
1076-25,Advent Calendar 1999 (Day 24) Santa,1999,11.0,Advent Sub-Set,Seasonal,False,928
1076-3,Advent Calendar 1999 (Day  2) Snowman,1999,,Advent Sub-Set,Seasonal,False,928
1076-4,Advent Calendar 1999 (Day  3) Speedboat,1999,,Advent Sub-Set,Seasonal,False,928
1076-5,Advent Calendar 1999 (Day  4) Girl,1999,8.0,Advent Sub-Set,Seasonal,False,928
1076-6,Advent Calendar 1999 (Day  5) Sailboat,1999,,Advent Sub-Set,Seasonal,False,928
1076-7,Advent Calendar 1999 (Day  6) Reindeer,1999,12.0,Advent Sub-Set,Seasonal,False,928
1076-8,Advent Calendar 1999 (Day  7) Plane,1999,10.0,Advent Sub-Set,Seasonal,False,928
1076-9,Advent Calendar 1999 (Day  8) Girl,1999,8.0,Advent Sub-Set,Seasonal,False,928
1077-1,Supplementary Set,1976,170.0,Supplemental,Educational and Dacta,False,333
10801-1,Baby Animals,2016,13.0,Duplo,Duplo,False,286
10802-1,Savanna,2016,,Duplo,Duplo,False,286
10803-1,Arctic,2016,34.0,Duplo,Duplo,False,286
10804-1,Jungle,2016,86.0,Duplo,Duplo,False,286
10805-1,Around the World,2016,148.0,Duplo,Duplo,False,286
10806-1,Horses,2016,20.0,Duplo,Duplo,False,286
10807-1,Horse Trailer,2016,,Duplo,Duplo,False,286
10808-1,Little Plane,2016,13.0,Duplo,Duplo,False,286
10809-1,Police Patrol,2017,15.0,Duplo,Duplo,False,286
108-1,Battery Box,1976,,4.5V,Train,False,281
10810-1,Push Train,2016,46.0,Duplo,Duplo,False,286
10811-1,Backhoe Loader,2017,,Duplo,Duplo,False,286
10812-1,Truck & Tracked Excavator,2017,26.0,Duplo,Duplo,False,286
10813-1,Big Construction Site,2016,,Duplo,Duplo,False,286
10814-1,Tow Truck Set,2016,,Duplo,Duplo,False,286
10815,My First Rocket,2016,,Duplo,Duplo,False,286
10816-1,My First Cars and Trucks,2016,36.0,Duplo,Duplo,False,286
10817-1,DUPLO Creative Chest,2016,,Duplo,Duplo,False,286
10818-1,My First Truck,2016,29.0,Duplo,Duplo,False,286
10819-1,My First Garden,2016,25.0,Duplo,Duplo,False,286
10820-1,"Lego Duplo Creative Building Basket, Multi Color",2016,,Duplo,Duplo,False,286
10822-1,Sofia the First Magical Carriage,2016,30.0,Duplo,Duplo,False,286
10823-1,Batwing Adventure,2017,,Duplo,Duplo,False,286
10824-1,Miles' Space Adventures,2017,23.0,Duplo,Duplo,False,286
10825-1,Miles' Exo-Flex Suit,2016,37.0,Duplo,Duplo,False,286
10826-1,Miles' Stellosphere Hangar,2017,,Duplo,Duplo,False,286
10827-1,Mickey and Friends Beach House,2016,,Duplo,Duplo,False,286
10828-1,Doc McStuffins Pet Vet Care,2016,30.0,Duplo,Duplo,False,286
10829-1,Mickey's Workshop,2016,18.0,Duplo,Duplo,False,286
10830-1,Minnie's Cafe,2016,27.0,Duplo,Duplo,False,286
1083-1,Supplementary Pack,1986,,Universal Building Set,Educational and Dacta,False,333
10831-1,My First Caterpillar,2016,,Duplo,Duplo,False,286
10832-1,Birthday Picnic,2017,,Duplo,Duplo,False,286
10833-1,Preschool,2017,,Duplo,Duplo,False,286
10834-1,Pizzeria,2017,,Duplo,Duplo,False,286
10835-1,Family House,2017,68.0,Duplo,Duplo,False,286
10836-1,Town Square,2017,97.0,Duplo,Duplo,False,286
10837-1,Santa's Winter Holiday,2017,45.0,Duplo,Duplo,False,286
10838-1,Family Pets,2017,15.0,Duplo,Duplo,False,286
10839-1,Shooting Gallery,2017,,Duplo,Duplo,False,286
10840-1,Big Fair,2017,,Duplo,Duplo,False,286
10841-1,Fun Family Fair,2017,,Duplo,Duplo,False,286
10843-1,Mickey Racer,2017,14.0,Duplo,Duplo,False,286
10844-1,Minnie Mouse Bow-tique,2017,68.0,Duplo,Duplo,False,286
10845-1,My First Carousel,2017,,Duplo,Duplo,False,286
10847-1,My First Number Train,2017,21.0,Duplo,Duplo,False,286
10848-1,My First Bricks,2017,,Duplo,Duplo,False,286
10849-1,My First Plane,2017,10.0,Duplo,Duplo,False,286
10850-1,My First Cakes,2017,,Duplo,Duplo,False,286
10851-1,My First Bus,2017,,Duplo,Duplo,False,286
10852-1,My First Bird,2017,,Duplo,Duplo,False,286
10855-1,Cinderella s Magical Castle,2017,,Duplo,Duplo,False,286
1088-1,Road Burner,1999,,Extreme Team,Town,False,1116
1089-1,Lego Basic Figures - 24 elements,1985,24.0,Universal Building Set,Educational and Dacta,False,333
1090-1,TECHNIC Control I,1986,,Technic,Technic,False,536
1092-1,TECHNIC Control II,1986,467.0,Technic,Technic,False,536
10937-1,Arkham Asylum Breakout,2012,1619.0,Batman,Super Heroes,True,242
1094-1,Johnny Thunder,1999,13.0,Desert,Adventurers,False,83
1095-1,Super Sub,1999,24.0,Aquasharks,Aquazone,False,37
1096-1,Race Buggy,1997,23.0,Race,Town,False,1116
1097-1,Res-Q Runner,1999,,Res-Q,Town,False,1116
1098-1,Hang Glider,1998,,Extreme Team,Town,False,1116
1099-1,Ninja Blaster,1999,24.0,Ninja,Ninja,False,31
1-10,Mini-Wheel Model Maker No. 1,1971,88.0,Vehicle,Legoland,False,142
1100-1,Sky Pirates,2001,110.0,Airport,Town,False,1116
110-1,Universal Building Set,1977,,Basic Set,Universal Building Set,False,441
1101-1,Replacement 4.5V Motor,1977,,Service Packs,Service Packs,False,456
1102-1,Motor Bushes,1977,,Train,Service Packs,False,456
1103-1,Battery Box,1977,1.0,Service Packs,Service Packs,False,456
1103-2,DNA Student Set,2008,521.0,Learning,Educational and Dacta,False,333
1104-1,Battery Cables (75cm),1977,2.0,Service Packs,Service Packs,False,456
1105-1,Crawler Tracks,1977,2.0,Service Packs,Service Packs,False,456
1106-1,Battery Tender,1977,,Train,Service Packs,False,456
1106-2,Basic Building Set,1999,,Classic Basic,Universal Building Set,False,441
1107-1,Signal and Direction-Change Switch,1977,4.0,Train,Service Packs,False,456
1108-1,Magnetic Couplings,1977,4.0,Train,Service Packs,False,456
1109-1,Magnetic Couplings for Railway Car,1977,4.0,Train,Service Packs,False,456
1-11,Basic Souvenir Box,1981,36.0,Basic Set,Universal Building Set,False,441
1110-1,Train Wheels,1977,,Train,Service Packs,False,456
111-1,Universal Building Set,1977,173.0,Basic Set,Universal Building Set,False,441
1111-1,Rubber Rims for Locomotive Wheels,1977,,Train,Service Packs,False,456
111-2,Starter Train Set without Motor,1966,,4.5V,Train,False,281
1112-1,Train Sliding Wheel Blocks,1977,2.0,Train,Service Packs,False,456
1113-1,Motor Frame and Couplers,1977,,Service Packs,Service Packs,False,456
1114-1,Motor Frame,1977,1.0,Service Packs,Service Packs,False,456
1115-1,4.5V Lighting Brick (2 x 2),1977,1.0,Service Packs,Service Packs,False,456
1116-1,"Chain Links, Small",1977,25.0,Service Packs,Service Packs,False,456
1118-1,"Boat Weight, Red",1977,1.0,Service Packs,Service Packs,False,456
1119-1,Locomotive Piston Assemblies,1977,6.0,Train,Service Packs,False,456
11-2,Small Pre-School Basic Set,1973,,Minitalia,Minitalia,False,17
1120-1,Tires (42 mm),1977,2.0,Service Packs,Service Packs,False,456
112-1,Universal Building Set,1977,200.0,Basic Set,Universal Building Set,False,441
1121-1,"Propellers, Wheels and Rotor Unit",1977,,Service Packs,Service Packs,False,456
112-2,Locomotive with Motor,1966,,4.5V,Train,False,281
1122-1,Hinges,1977,,Service Packs,Service Packs,False,456
1123-1,"Ball and Socket Couplings, Articulated Joint",1977,,Service Packs,Service Packs,False,456
1124-1,Digger Bucket,1977,,Service Packs,Service Packs,False,456
1125-1,Crane Grab,1977,3.0,Service Packs,Service Packs,False,456
1126-1,"Jack Complete Assembly, Blue",1983,,Service Packs,Service Packs,False,456
1127-1,Santa,1999,39.0,Christmas,Seasonal,False,928
1128-1,Santa on Skis,1997,21.0,Christmas,Seasonal,False,928
1129-1,Storage Cloth (Spread Bag),1980,1.0,Supplemental,Universal Building Set,False,441
1129-2,Santa on Reindeer,1999,,Christmas,Seasonal,False,928
11-3,Locomotive Traction Tires,1977,8.0,Train,Service Packs,False,456
1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,1.0,Service Packs,Service Packs,False,456
113-1,Universal Building Set,1977,,Basic Set,Universal Building Set,False,441
1131-1,Tires (42 mm) and Hubs,1981,4.0,Technic,Service Packs,False,456
113-2,Motorized Train Set,1966,344.0,4.5V,Train,False,281
1132-1,Hinges,1981,8.0,Service Packs,Service Packs,False,456
1133-1,Brick Hinges,1981,8.0,Service Packs,Service Packs,False,456
1134-1,Battery Wagon,1981,2.0,Train,Service Packs,False,456
1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,13.0,Service Packs,Service Packs,False,456
1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,17.0,Service Packs,Service Packs,False,456
1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,,Service Packs,Service Packs,False,456
1136-1,"Buffers, Magnetic Couplers",1981,,Train,Service Packs,False,456
1137-1,Train Couplings,1981,4.0,Train,Service Packs,False,456
1138-1,Replacement Rubber Wheel Treads for Trains,1981,8.0,Train,Service Packs,False,456
1139-1,Motor-Mount Plate with Magnetic Couplers,1981,,Train,Service Packs,False,456
1140-1,12V Light Bricks,1981,,Service Packs,Service Packs,False,456
114-1,Universal Building Set,1977,,Basic Set,Universal Building Set,False,441
1141-1,Wheel Bricks with Small Red Train Wheels,1981,2.0,Train,Service Packs,False,456
114-2,Small Train Set,1966,,4.5V,Train,False,281
1142-1,Wheel Bricks with Small Black Train-Wheels,1981,,Train,Service Packs,False,456
1143-1,Wheel Bricks with Large Red Train Wheels,1981,2.0,Train,Service Packs,False,456
1144-1,Train Baseplate,1981,,Train,Service Packs,False,456
1145-1,Bogie Plate,1981,,Train,Service Packs,False,456
1146-1,"Pushrods, Cylinder Housings",1981,,Train,Service Packs,False,456
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,7.0,Train,Service Packs,False,456
1148-1,Differential,1981,,Technic,Service Packs,False,456
1149-1,Air Police,2002,24.0,Police,Town,False,1116
1149-2,Bulldozer Chainlinks,1982,52.0,Technic,Service Packs,False,456
1150-1,Replacement Motor 12V,1977,,Service Packs,Service Packs,False,456
115-1,Building Set,1973,,Basic Set,Universal Building Set,False,441
1151-1,Train Power Pick-Up Blocks,1977,2.0,Train,Service Packs,False,456
115-2,Starter Train Set with Motor,1966,,4.5V,Train,False,281
1152-1,Electric Wire,1977,2.0,Train,Service Packs,False,456
1154-1,Battery Control Unit,1986,,Technic,Service Packs,False,456
1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,,Technic,Service Packs,False,456
116-1,Starter Train Set with Motor,1967,,4.5V,Train,False,281
1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,1.0,Technic,Service Packs,False,456
116-2,Deluxe Motorized Train Set,1968,,4.5V,Train,False,281
1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,1.0,Technic,Service Packs,False,456
1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,1.0,Technic,Service Packs,False,456
1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,2.0,Technic,Service Packs,False,456
1168-1,Battery Box,1986,1.0,Technic,Technic,False,536
1169-1,Bogie Plates,1986,,Train,Service Packs,False,456
1170-1,Replacement Train Battery Tender,1986,2.0,Train,Service Packs,False,456
117-1,Locomotive without Motor,1967,99.0,4.5V,Train,False,281
1171-1,Lighting Brick with Red and Blue Globes,1986,5.0,Service Packs,Service Packs,False,456
1172-1,Colored Globes,1986,5.0,Service Packs,Service Packs,False,456
1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,2.0,Service Packs,Service Packs,False,456
1175-1,4.5v TECHNIC Motor,1982,1.0,Technic,Service Packs,False,456
1176-1,Gear Racks and Turntables,1978,6.0,Technic,Service Packs,False,456
1177-1,Santa In Truck with Polar Bear,2000,,Christmas,Seasonal,False,928
1178-1,"Siren, Black",1986,1.0,Service Packs,Service Packs,False,456
1179-1,Replacement Space Siren,1986,1.0,Service Packs,Service Packs,False,456
1180-1,Space Port Moon Buggy,1999,25.0,Space Port,Town,False,1116
118-1,Electronic Train,1968,,4.5V,Train,False,281
1181-1,Space Port Spacecraft,1999,23.0,Space Port,Town,False,1116
118-2,Small Train Set,1968,,4.5V,Train,False,281
1182-1,Adventurers Raft,1999,,Desert,Adventurers,False,83
118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,,4.5V,Train,False,281
1183-1,Mummy and Cart,1999,,Desert,Adventurers,False,83
1184-1,Cart,1999,,Ninja,Ninja,False,31
1185-1,Raft,1999,25.0,Ninja,Ninja,False,31
1186-1,Cart,1999,25.0,Ninja,Ninja,False,31
1187-1,Glider,1999,23.0,Ninja,Ninja,False,31
1188-1,Fire Formula,1999,,Extreme Team,Town,False,1116
1189-1,Rocket Boat,1999,,Extreme Team,Town,False,1116
1190-1,Retro Buggy,1999,90.0,Extreme Team,Town,False,1116
11905-1,DK Star Wars Brickmaster: Battle For The Stolen Crystals,2013,189.0,Books,Books,False,63
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,77.0,Friends,Friends,False,236
11909-1,Lego Ninjago: Build Your Own Adventure,2015,74.0,Ninjago,Ninjago,False,199
119-1,Super Train Set,1968,,4.5V,Train,False,281
11910-1,Micro-Scale Space Cruiser,2015,102.0,Space,Space,False,332
1191-1,Try Bird,1999,,Extreme Team,Town,False,1116
11911-1,LEGO City: Build Your Own Adventure,2016,99.0,City,Town,False,1116
11912-1,LEGO Star Wars: Build Your Own Adventure,2016,,Star Wars,Star Wars,True,609
1194-1,Classic Building Table,1999,408.0,Classic Basic,Universal Building Set,False,441
1195-1,Alien Encounter,2001,42.0,Life On Mars,Space,False,332
1196-1,Biker with Bicycle,2000,,Sports,Sports,False,168
1197-1,Telekom Race Cyclist and Television Motorbike,2000,30.0,Sports,Sports,False,168
1197-2,Crown Gears,1981,,Technic,Service Packs,False,456
1198-1,Service Team - 2 Bikers with Service Tools,2000,,Sports,Sports,False,168
1199-1,Winning Team,2000,,Sports,Sports,False,168
11995-1,Hero Recon Team,2011,0.0,Hero Factory,Hero Factory,False,97
1200-1,"LEGO Town Plan Board, Large Plastic",1955,,Town Plan,Classic,False,354
1200-2,"LEGO Town Plan Board, Small Plastic",1956,1.0,Town Plan,Classic,False,354
1200M-1,LEGO Town Plan Wooden Board,1957,,Town Plan,Classic,False,354
120-1,Complete Freight Train Set with Tipper Trucks,1969,163.0,4.5V,Train,False,281
1202-1,racer polybag,2001,1.0,Xalax,Racers,False,265
1203-1,"Turntables (4 x 4), Turntables (2 x 2)",1985,8.0,Service Packs,Service Packs,False,456
1204-1,"Fences, Red and Black",1984,,Service Packs,Service Packs,False,456
120438-1,Basic Building Set,1985,,Basic Set,Universal Building Set,False,441
1205-1,Keys for Wind-Up Motor,1982,2.0,Service Packs,Service Packs,False,456
1206-1,"Round Bricks (2 x 2), White",1982,10.0,Service Packs,Service Packs,False,456
1207-1,"Turntables (4 x 4), Red",1982,2.0,Service Packs,Service Packs,False,456
1208-1,"Inverted Slope Bricks, Assorted, Red",1982,16.0,Service Packs,Service Packs,False,456
1209-1,Fences and Gates,1982,,Service Packs,Service Packs,False,456
12-1,Blue Space Elements,1981,,Space,Service Packs,False,456
1210-1,Winch Block and Hook Assembly,1982,,Service Packs,Service Packs,False,456
1210-2,Small Store Set,1955,30.0,Town Plan,Classic,False,354
121-1,Roadster,1979,,Fabuland,Fabuland,False,103
1211-1,Space Stands and Brackets,1982,,Service Packs,Service Packs,False,456
1211-2,Small House Set,1955,19.0,Town Plan,Classic,False,354
1212-1,"Rocket Tops, Black",1982,,Service Packs,Service Packs,False,456
1212-2,Small House - Left Set,1955,,Town Plan,Classic,False,354
1213-1,Space Radar Disks,1982,5.0,Space,Service Packs,False,456
1213-2,Small House - Right Set,1955,23.0,Town Plan,Classic,False,354
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,,Train,Service Packs,False,456
